artist,songs,max_pop,avg_pop,avg_duration,avg_tempo,avg_energy,avg_danceability,average_loudness,avg_speechiness,avg_instrumentalness,avg_acousticness,avg_liveness,avg_valence,avg_mode,avg_key,avg_time_sig
Blood Orange,76,66,37.79,215753.03,120.91,0.54,0.66,-9.82,0.08,0.12,0.30,0.23,0.41,0.55,4.89,3.95
Blood Red Shoes,37,50,22.54,227641.38,128.83,0.89,0.41,-5.11,0.10,0.12,0.04,0.19,0.26,0.70,6.22,4.00
Blood Red Throne,45,34,13.24,255987.76,147.82,0.96,0.34,-5.56,0.13,0.77,0.00,0.22,0.22,0.64,5.96,3.89
Blood Stain Child,62,34,12.56,238295.44,133.05,0.95,0.40,-4.55,0.11,0.39,0.00,0.27,0.31,0.50,5.68,3.98
Blood Youth,7,36,29.14,228599.57,126.26,0.93,0.41,-5.11,0.08,0.01,0.00,0.18,0.31,0.57,6.43,4.00
"Blood, Sweat & Tears",8,27,17.63,274822.13,107.39,0.58,0.48,-10.64,0.08,0.09,0.24,0.53,0.52,0.38,2.50,3.88
Bloodbath,93,48,19.69,244377.74,118.23,0.94,0.33,-5.30,0.13,0.44,0.00,0.42,0.21,0.76,5.49,3.89
Bloodbather,9,29,22.33,150855.56,129.59,0.89,0.36,-3.86,0.07,0.17,0.00,0.22,0.23,0.78,3.89,3.56
Bloodbound,103,52,21.93,263698.49,132.74,0.92,0.44,-4.73,0.07,0.00,0.00,0.23,0.33,0.50,4.40,3.95
Bloodhound Gang,27,62,30.81,213890.15,144.84,0.77,0.65,-6.26,0.05,0.12,0.08,0.16,0.76,0.56,4.48,4.00
Bloodjob,3,11,9.33,184264.00,99.90,1.00,0.38,-3.93,0.19,0.85,0.00,0.21,0.07,1.00,3.67,4.00
Bloodred Hourglass,22,49,30.64,235775.23,138.58,0.96,0.43,-4.53,0.09,0.02,0.00,0.26,0.22,0.45,4.73,4.00
Bloodshot Bill,10,28,16.50,130354.50,103.97,0.78,0.55,-6.58,0.04,0.17,0.71,0.25,0.78,0.80,5.50,4.00
bloodsimple,25,54,19.92,238335.88,130.86,0.95,0.36,-3.79,0.13,0.13,0.00,0.21,0.27,0.44,4.96,4.00
Bloodstone,11,52,16.91,208103.00,131.42,0.58,0.46,-9.42,0.07,0.00,0.27,0.31,0.59,0.64,5.55,3.73
BloodThinnerz,6,27,14.33,225185.50,131.16,0.91,0.56,-2.57,0.28,0.14,0.02,0.34,0.16,0.83,3.00,4.00
Bloodtone,7,35,20.29,250974.14,125.86,0.63,0.79,-7.40,0.04,0.76,0.19,0.10,0.43,0.71,3.29,3.86
Bloody Dead And Sexy,25,43,11.52,266315.12,135.52,0.83,0.31,-6.11,0.05,0.05,0.05,0.24,0.26,0.44,6.36,3.96
Bloody Tyrant,5,32,16.00,284775.60,149.55,0.98,0.40,-3.49,0.13,0.09,0.00,0.22,0.14,1.00,2.20,3.80
Bloodywood,3,52,49.00,276597.33,129.16,0.97,0.50,-4.40,0.16,0.00,0.01,0.12,0.30,0.00,7.33,4.00
BLOOM,9,51,37.33,248631.00,113.94,0.73,0.57,-7.47,0.10,0.44,0.23,0.22,0.35,0.33,5.33,3.89
BLOSSOM DEARIE,8,40,26.50,184281.13,106.71,0.23,0.64,-17.64,0.04,0.47,0.85,0.12,0.50,0.75,4.88,3.88
Blotted Science,18,26,14.89,243919.56,136.54,0.87,0.37,-5.65,0.08,0.77,0.00,0.17,0.45,0.44,7.17,3.67
Blouse,15,48,25.13,208731.20,133.63,0.69,0.50,-8.14,0.04,0.56,0.21,0.21,0.48,0.80,5.87,4.00
Blowsight,8,29,15.25,212727.75,156.13,0.88,0.43,-6.35,0.09,0.00,0.00,0.13,0.49,0.63,8.13,4.00
BLR,3,57,54.67,216021.33,124.34,0.84,0.81,-5.86,0.11,0.37,0.21,0.12,0.23,0.33,7.00,3.67
Blu & Exile,32,43,27.56,234990.25,101.49,0.74,0.58,-6.60,0.28,0.02,0.20,0.32,0.63,0.69,4.84,3.91
Blu DeTiger,5,52,49.00,179005.60,114.98,0.70,0.73,-5.54,0.09,0.01,0.25,0.24,0.76,0.40,5.80,4.00
BLÜ EYES,27,65,39.07,180473.11,132.75,0.46,0.63,-8.57,0.07,0.00,0.47,0.19,0.46,0.93,5.15,3.85
Blu Mar Ten,41,27,10.76,340612.44,157.85,0.80,0.54,-7.39,0.07,0.72,0.03,0.19,0.33,0.49,5.39,3.95
Blue,15,63,46.00,226128.93,100.96,0.70,0.66,-5.09,0.04,0.00,0.11,0.18,0.63,0.40,5.93,3.93
Blue Cheer,4,22,14.25,257490.00,136.48,0.77,0.36,-6.09,0.05,0.10,0.21,0.27,0.55,0.50,4.25,4.00
Blue Foundation,40,67,18.13,264144.83,117.70,0.65,0.55,-7.93,0.08,0.29,0.15,0.21,0.35,0.40,6.18,3.98
Blue Fox,8,51,44.63,169039.13,114.46,0.31,0.55,-13.54,0.06,0.90,0.79,0.18,0.23,0.13,1.75,4.00
Blue Hawaii,14,53,24.07,218452.93,135.04,0.51,0.64,-9.84,0.08,0.37,0.25,0.13,0.33,0.36,5.79,4.00
Blue Highway,53,30,15.21,186528.02,126.24,0.49,0.62,-9.63,0.04,0.06,0.64,0.13,0.66,0.79,6.30,3.85
Blue Lab Beats,3,46,40.00,186605.67,124.27,0.53,0.64,-7.27,0.08,0.34,0.18,0.09,0.48,0.33,7.67,3.67
Blue Magic,14,34,12.07,257148.21,131.40,0.51,0.47,-10.34,0.04,0.00,0.38,0.21,0.45,0.64,6.14,3.79
Blue Merle,9,21,12.44,250837.22,109.13,0.58,0.48,-8.06,0.03,0.00,0.32,0.12,0.30,0.89,3.89,4.00
Blue Mitchell,17,37,18.59,380422.71,114.03,0.41,0.53,-12.10,0.04,0.34,0.72,0.15,0.54,0.41,4.41,4.06
Blue Moon Rising,5,22,21.00,183653.20,122.56,0.63,0.60,-8.31,0.03,0.00,0.64,0.17,0.78,0.80,2.60,4.00
Blue October,79,58,29.75,271527.81,112.78,0.68,0.52,-7.55,0.05,0.01,0.18,0.23,0.40,0.82,4.13,3.95
Blue Öyster Cult,37,76,20.54,279494.84,130.52,0.81,0.47,-7.28,0.05,0.06,0.07,0.31,0.55,0.51,6.43,4.00
Blue Scholars,12,38,28.08,233443.33,97.90,0.78,0.67,-5.41,0.21,0.00,0.21,0.16,0.63,0.75,5.42,4.00
Blue Six,31,32,16.52,336290.35,119.62,0.47,0.82,-11.91,0.08,0.37,0.16,0.15,0.69,0.42,5.97,4.00
Blue Sky Black Death,3,32,31.33,309249.00,106.35,0.69,0.50,-6.72,0.04,0.68,0.19,0.15,0.18,1.00,6.33,4.00
Blue Smiley,18,56,35.61,131198.61,109.31,0.65,0.42,-8.27,0.04,0.78,0.15,0.18,0.48,0.78,4.78,3.83
Blue Stahli,187,55,17.48,196487.98,134.77,0.87,0.50,-6.63,0.08,0.58,0.02,0.21,0.41,0.71,5.12,3.97
Blue States,47,49,16.32,264336.72,113.09,0.70,0.55,-8.24,0.03,0.67,0.12,0.21,0.43,0.49,5.60,3.94
Blue Stone,43,26,9.42,292483.51,129.47,0.59,0.53,-9.78,0.04,0.36,0.41,0.13,0.22,0.49,5.63,3.91
Blue Swede,17,73,18.18,190649.29,120.36,0.75,0.58,-6.29,0.04,0.00,0.19,0.23,0.75,0.76,6.29,4.00
Blue System,4,35,21.00,229799.75,104.74,0.69,0.71,-9.16,0.04,0.10,0.20,0.16,0.65,0.25,4.75,4.00
Blue Wednesday,25,53,39.20,170809.32,106.39,0.28,0.71,-15.31,0.13,0.88,0.74,0.13,0.40,0.60,5.76,3.96
Blueboy,7,17,10.29,212790.86,149.25,0.41,0.44,-15.09,0.05,0.59,0.51,0.13,0.32,0.57,6.14,3.86
Bluegrass Gospel Project,12,20,12.50,193656.75,139.17,0.43,0.52,-11.92,0.06,0.00,0.36,0.71,0.62,0.92,6.67,3.83
Bluejuice,3,49,48.33,181493.33,149.30,0.84,0.59,-5.90,0.05,0.01,0.04,0.22,0.85,1.00,4.00,4.00
Blueline Medic,3,8,6.33,202426.67,170.00,0.92,0.29,-5.56,0.06,0.00,0.03,0.26,0.53,1.00,4.00,4.00
Blues Company,9,20,14.78,281247.33,131.03,0.35,0.60,-12.76,0.05,0.34,0.58,0.14,0.41,0.22,4.89,3.56
Blues Delight,16,54,20.31,237677.50,129.88,0.53,0.59,-6.88,0.04,0.05,0.54,0.15,0.48,0.63,5.81,3.75
Blues Pills,21,43,28.76,236173.38,127.97,0.75,0.39,-5.43,0.07,0.02,0.13,0.22,0.41,0.29,5.38,3.62
Blues Saraceno,52,55,30.85,198366.92,113.93,0.76,0.52,-6.93,0.05,0.27,0.08,0.19,0.51,0.52,5.25,3.92
Blues Traveler,54,44,19.74,261887.09,119.57,0.82,0.54,-5.17,0.07,0.01,0.09,0.17,0.62,0.83,5.56,3.94
Bluestaeb,18,57,39.72,161002.44,126.76,0.52,0.74,-8.76,0.14,0.45,0.36,0.12,0.49,0.44,5.67,4.00
Bluey,6,27,19.83,273493.50,104.17,0.77,0.72,-7.94,0.05,0.04,0.32,0.14,0.77,0.17,5.67,4.00
Blugazer,3,32,28.33,304500.00,120.67,0.77,0.57,-9.77,0.04,0.81,0.07,0.07,0.26,0.67,8.00,4.00
Blümchen,3,48,42.67,209799.67,161.01,0.99,0.56,-5.96,0.06,0.06,0.02,0.23,0.59,0.33,3.67,4.00
Blundetto,12,44,35.33,228650.25,138.74,0.48,0.80,-9.39,0.10,0.36,0.48,0.11,0.69,0.42,3.08,4.00
BluntOne,18,60,41.56,128855.06,93.37,0.27,0.64,-12.20,0.12,0.74,0.52,0.12,0.41,0.39,5.83,3.78
Blunts & Blondes,10,51,37.30,163741.70,134.49,0.87,0.75,-4.16,0.21,0.22,0.05,0.20,0.40,0.70,5.80,4.00
Blur,19,78,45.53,230414.74,118.43,0.73,0.56,-7.49,0.05,0.07,0.16,0.15,0.60,0.89,5.00,3.95
Blurrd Vzn,3,28,24.00,129000.00,136.71,0.87,0.80,-3.36,0.21,0.28,0.00,0.08,0.25,1.00,4.33,4.00
Blurstem,10,54,32.30,172506.60,94.38,0.05,0.38,-27.31,0.04,0.85,0.99,0.09,0.16,0.90,4.70,3.80
Blusoul,22,9,8.45,500792.82,129.05,0.74,0.64,-8.99,0.04,0.83,0.01,0.26,0.35,0.59,6.09,4.00
Blu-Swing,3,48,38.67,245835.67,119.35,0.86,0.69,-4.80,0.06,0.00,0.13,0.11,0.69,0.33,4.00,4.00
Blut Aus Nord,80,31,12.26,364641.96,127.87,0.82,0.29,-9.58,0.11,0.83,0.11,0.24,0.06,0.60,5.29,3.83
Blutengel,248,47,15.63,281040.45,127.14,0.86,0.57,-6.35,0.05,0.14,0.08,0.18,0.46,0.44,5.18,3.97
Blutonium Boy,22,40,13.73,269988.73,146.45,0.93,0.62,-5.80,0.12,0.49,0.03,0.20,0.29,0.68,5.68,4.00
Blvck Svm,7,58,55.00,132987.00,125.12,0.44,0.84,-11.98,0.32,0.06,0.29,0.14,0.52,0.57,5.00,4.00
Blvk,9,55,41.67,88607.00,103.30,0.28,0.59,-12.17,0.13,0.74,0.56,0.27,0.50,0.67,6.00,3.44
Blvk H3ro,9,43,25.67,178623.67,120.97,0.71,0.67,-5.94,0.17,0.00,0.20,0.27,0.66,0.22,5.67,3.89
Blvk Sheep,8,38,24.75,186153.75,143.50,0.83,0.50,-4.47,0.16,0.28,0.07,0.28,0.22,0.75,7.25,4.00
BLVNKSPVCE,5,21,19.40,179803.40,142.26,0.93,0.69,-2.58,0.21,0.26,0.00,0.44,0.26,0.60,5.40,4.20
Blxst,4,73,62.50,160462.50,95.46,0.53,0.67,-7.78,0.27,0.00,0.58,0.16,0.46,0.75,3.75,4.00
Bmike,3,53,45.00,253758.67,109.28,0.71,0.56,-6.62,0.16,0.00,0.47,0.24,0.50,0.33,3.67,4.00
Bo Carter,3,11,9.00,161619.67,93.37,0.31,0.64,-12.39,0.05,0.00,0.93,0.12,0.75,0.67,7.67,3.67
Bo Diddley,36,56,12.22,162323.72,108.60,0.67,0.65,-8.22,0.05,0.04,0.66,0.21,0.75,0.86,4.17,3.86
Bo Dollis,7,18,11.29,257565.71,123.75,0.83,0.54,-9.10,0.05,0.03,0.26,0.20,0.89,0.43,6.14,4.00
Bo Dollis Jr,3,17,13.67,230784.00,102.01,0.79,0.69,-7.34,0.11,0.00,0.19,0.17,0.52,0.67,3.33,4.00
bo en,3,61,54.67,247937.67,117.10,0.53,0.59,-8.01,0.06,0.00,0.35,0.13,0.33,0.67,2.33,4.00
Bo Kaspers Orkester,66,43,17.65,239305.02,123.06,0.56,0.59,-9.06,0.04,0.02,0.43,0.35,0.56,0.55,5.15,3.89
Bo Sundström,8,36,11.50,213298.38,115.63,0.35,0.59,-10.34,0.03,0.02,0.60,0.11,0.40,1.00,5.00,3.88
Boards of Canada,84,59,34.55,240820.23,115.67,0.46,0.47,-17.00,0.09,0.80,0.45,0.20,0.23,0.48,5.45,3.83
Boat Club,3,14,12.00,301820.67,116.01,0.81,0.57,-6.68,0.04,0.83,0.01,0.11,0.67,0.33,9.67,4.00
Bob Andy,8,44,27.25,188763.38,110.71,0.53,0.77,-9.33,0.14,0.05,0.31,0.14,0.90,0.75,5.38,4.00
Bob Azzam,4,15,11.50,160073.75,119.10,0.61,0.66,-8.95,0.12,0.00,0.09,0.22,0.84,0.75,0.75,4.00
Bob Baldwin,22,41,23.32,320597.45,107.10,0.63,0.69,-9.33,0.04,0.66,0.20,0.11,0.56,0.55,4.91,4.00
Bob Brozman,3,27,16.33,128627.67,106.69,0.34,0.56,-11.91,0.05,0.63,0.87,0.10,0.50,0.67,2.33,4.00
Bob Chilcott,7,26,21.43,168809.29,79.49,0.10,0.18,-23.62,0.04,0.43,0.92,0.10,0.08,0.71,5.43,3.43
Bob Dylan,295,73,22.57,276309.58,120.93,0.49,0.53,-10.56,0.05,0.01,0.54,0.26,0.52,0.83,5.00,3.85
Bob James,8,29,17.75,309830.13,115.21,0.35,0.62,-15.68,0.04,0.68,0.57,0.15,0.43,0.50,4.63,3.88
Bob Log III,16,30,10.94,163285.06,129.70,0.80,0.61,-6.92,0.12,0.41,0.08,0.29,0.62,0.63,6.06,4.00
Bob Luman,7,29,10.29,135436.14,113.98,0.70,0.55,-10.62,0.06,0.11,0.60,0.21,0.80,0.86,6.43,4.00
Bob Marley & The Wailers,8,78,72.25,218629.88,114.50,0.48,0.83,-9.73,0.17,0.00,0.20,0.08,0.73,0.75,6.50,4.00
Bob Moses,63,60,37.79,305734.94,117.04,0.68,0.65,-7.84,0.05,0.27,0.07,0.15,0.29,0.46,5.70,4.00
Bob Mould,48,25,10.42,203973.83,143.07,0.88,0.40,-5.82,0.05,0.15,0.09,0.29,0.42,0.58,5.85,4.02
Bob Schneider,95,39,13.63,217002.56,122.26,0.61,0.58,-8.50,0.05,0.05,0.27,0.19,0.56,0.86,5.09,4.00
Bob Seger,75,74,23.16,255387.17,124.32,0.78,0.55,-5.33,0.06,0.00,0.13,0.30,0.53,0.88,6.09,3.97
Bob Sinclar,119,73,27.11,274902.49,125.37,0.83,0.74,-4.91,0.07,0.17,0.06,0.21,0.64,0.47,5.75,4.00
Bob Vylan,3,43,41.00,154808.67,138.12,0.90,0.68,-3.67,0.17,0.00,0.02,0.19,0.63,0.67,7.00,4.00
Bob Wayne,3,30,27.33,199387.00,127.93,0.77,0.63,-8.73,0.05,0.00,0.29,0.22,0.72,0.33,3.67,4.33
Bob Weir,38,36,18.95,378043.05,115.65,0.61,0.56,-8.38,0.04,0.09,0.37,0.39,0.54,0.76,5.11,3.74
Bob Welch,3,29,25.00,293702.33,145.89,0.59,0.52,-11.07,0.05,0.10,0.28,0.25,0.74,0.00,0.33,3.33
Bob Wills & His Texas Playboys,6,34,22.00,154417.67,128.12,0.45,0.59,-8.70,0.04,0.13,0.91,0.22,0.78,1.00,3.17,3.83
Bobaflex,9,54,34.67,213275.89,99.90,0.81,0.57,-4.43,0.04,0.03,0.04,0.25,0.45,0.44,6.22,4.00
Bobbi Humphrey,8,40,18.50,330144.88,124.37,0.65,0.46,-10.42,0.05,0.23,0.35,0.15,0.59,0.63,7.25,4.00
"Bobby ""Blue"" Bland",25,59,11.92,203541.32,116.05,0.48,0.51,-9.03,0.05,0.07,0.62,0.23,0.53,0.52,6.08,3.40
Bobby 6ix,5,22,18.60,148974.40,113.51,0.65,0.77,-6.07,0.29,0.00,0.18,0.12,0.64,0.80,2.40,4.20
Bobby Bare,9,42,27.33,164837.00,111.88,0.42,0.58,-12.07,0.03,0.00,0.67,0.26,0.66,1.00,5.00,3.89
Bobby Broom,5,17,9.40,327421.40,105.60,0.29,0.47,-17.70,0.05,0.83,0.89,0.14,0.42,0.60,4.60,3.80
Bobby Brown,19,44,18.00,262591.74,111.81,0.80,0.68,-6.71,0.05,0.01,0.05,0.14,0.62,0.53,4.89,3.95
Bobby Burns,4,17,10.25,326528.75,127.97,0.84,0.74,-5.45,0.08,0.37,0.06,0.17,0.58,1.00,2.75,4.00
Bobby Byrd,10,32,11.20,272025.10,106.84,0.72,0.69,-8.66,0.08,0.08,0.26,0.18,0.76,0.80,4.60,3.90
Bobby Charles,4,29,23.25,229200.00,138.13,0.56,0.61,-11.19,0.05,0.00,0.44,0.20,0.85,0.75,3.00,4.00
Bobby Chen,3,14,13.00,361913.33,128.66,0.62,0.68,-9.15,0.04,0.00,0.47,0.26,0.71,0.67,8.67,4.00
Bobby Cruz,4,38,26.50,294741.75,107.53,0.76,0.66,-7.38,0.06,0.02,0.49,0.39,0.88,0.75,8.00,4.00
Bobby Darin,123,68,14.82,162350.54,119.40,0.46,0.56,-10.52,0.06,0.01,0.62,0.19,0.67,0.75,5.08,3.90
Bobby Day,8,62,23.13,151555.00,124.05,0.46,0.61,-12.67,0.11,0.04,0.66,0.18,0.82,0.63,5.50,3.88
Bobby Dreamz BIG,7,46,39.43,144206.71,93.70,0.39,0.70,-10.32,0.20,0.57,0.53,0.11,0.32,0.43,5.71,4.00
Bobby Freeman,7,37,19.00,160748.57,151.25,0.61,0.51,-10.67,0.04,0.00,0.49,0.22,0.94,0.71,1.00,4.00
Bobby Goldsboro,3,60,54.00,186991.00,106.31,0.34,0.45,-10.83,0.03,0.00,0.59,0.13,0.51,1.00,5.67,4.00
Bobby Gordon,3,29,26.00,244831.00,121.33,0.06,0.57,-18.05,0.05,0.60,0.97,0.10,0.38,1.00,6.00,3.67
Bobby Hughes Combination,3,29,21.67,274662.00,123.37,0.74,0.83,-11.15,0.04,0.79,0.09,0.11,0.88,0.33,4.33,4.00
Bobby Hutcherson,9,44,19.11,340145.22,115.61,0.30,0.41,-15.33,0.03,0.32,0.87,0.15,0.30,0.56,3.33,3.89
Bobby Kim,8,36,15.38,230596.13,125.34,0.63,0.65,-6.73,0.05,0.00,0.39,0.14,0.49,0.50,7.38,3.88
Bobby O,4,26,15.75,345223.50,131.73,0.80,0.66,-8.38,0.04,0.38,0.02,0.20,0.83,0.50,4.50,4.00
Bobby Oroza,8,53,43.50,230367.75,114.64,0.57,0.60,-8.16,0.04,0.17,0.43,0.16,0.66,0.00,4.88,3.88
Bobby Patterson,4,34,25.25,164440.00,113.78,0.74,0.62,-7.40,0.06,0.00,0.36,0.10,0.90,0.75,3.50,4.00
Bobby Raps,17,50,32.35,208922.00,120.55,0.43,0.57,-10.73,0.17,0.09,0.24,0.22,0.25,0.24,4.41,3.88
Bobby Rush,18,42,17.33,242253.06,120.47,0.64,0.77,-7.40,0.08,0.02,0.26,0.16,0.77,0.28,6.94,4.00
Bobby Rydell,30,54,16.80,146455.73,124.02,0.64,0.54,-7.25,0.05,0.01,0.57,0.27,0.75,0.73,4.20,3.73
Bobby Shmurda,5,71,53.40,173585.20,139.16,0.63,0.81,-7.05,0.35,0.00,0.02,0.19,0.51,1.00,9.20,4.00
Bobby Timmons,10,39,23.40,222458.30,97.83,0.28,0.54,-16.55,0.04,0.56,0.92,0.17,0.53,0.80,4.30,3.70
Bobby V.,7,64,45.57,258643.86,114.29,0.72,0.66,-5.31,0.10,0.00,0.17,0.30,0.53,0.43,6.57,4.00
Bobby Valentin,3,29,20.67,325875.67,107.07,0.70,0.58,-6.22,0.03,0.00,0.45,0.41,0.74,0.33,4.67,4.00
Bobby Vee,51,55,12.65,140206.53,112.84,0.43,0.51,-11.49,0.05,0.00,0.60,0.19,0.70,0.86,4.94,3.88
Bobby Vinton,22,54,16.55,172024.73,108.43,0.38,0.39,-10.31,0.03,0.00,0.58,0.17,0.42,0.86,5.82,3.77
Bobby Womack,39,54,26.95,240901.44,109.80,0.60,0.59,-8.67,0.05,0.02,0.34,0.20,0.60,0.64,5.85,3.92
Bobby's Oar,6,30,14.83,151948.50,145.71,0.58,0.54,-8.58,0.08,0.00,0.41,0.11,0.63,0.83,5.17,4.00
Bobi,5,32,27.40,225234.40,135.21,0.83,0.72,-4.84,0.05,0.00,0.16,0.38,0.91,0.80,6.80,4.00
Bobina,13,37,22.77,239017.92,130.88,0.88,0.53,-6.96,0.05,0.44,0.01,0.27,0.35,0.15,6.69,3.77
Bobmo,3,15,10.67,268260.00,123.68,0.97,0.75,-3.53,0.07,0.78,0.21,0.23,0.57,0.67,3.67,4.00
Bobo Stenson,7,31,16.71,295718.14,112.60,0.10,0.40,-24.25,0.04,0.74,0.90,0.10,0.21,0.57,5.43,3.57
Bobo Stenson Trio,29,37,20.90,289205.62,106.81,0.14,0.38,-25.79,0.04,0.82,0.87,0.12,0.20,0.69,5.93,3.69
Boccherini Guitar Quartet,15,30,15.13,253860.67,115.06,0.16,0.58,-19.22,0.06,0.91,0.98,0.11,0.27,0.73,4.07,3.40
Bochum Welt,19,40,16.26,162269.05,124.55,0.41,0.53,-16.06,0.05,0.79,0.44,0.11,0.35,0.68,4.42,3.84
bod [包家巷],4,19,15.50,174313.75,97.35,0.25,0.23,-18.71,0.05,0.96,0.90,0.12,0.28,0.75,8.25,3.75
BODEGA,10,49,27.00,158445.70,139.69,0.77,0.60,-5.87,0.05,0.08,0.13,0.17,0.77,0.40,7.50,4.20
Bodega Bamz,3,43,39.67,187583.33,118.17,0.75,0.79,-8.19,0.19,0.00,0.26,0.33,0.49,0.67,5.00,4.00
Bodor Vencel,3,61,51.67,133434.33,85.88,0.09,0.45,-24.60,0.04,0.94,0.99,0.10,0.18,0.33,7.00,4.00
Body Count,29,43,25.79,219704.86,118.11,0.95,0.48,-2.68,0.24,0.04,0.01,0.26,0.37,0.66,6.10,3.86
Body Language,21,29,16.62,251829.38,118.36,0.72,0.71,-7.09,0.07,0.07,0.12,0.21,0.63,0.38,4.29,4.00
Body Thief,7,32,25.00,245463.57,140.50,0.87,0.48,-4.64,0.05,0.00,0.02,0.17,0.51,0.14,6.86,3.71
Body Type,4,32,25.50,185934.75,154.89,0.84,0.33,-7.27,0.12,0.10,0.00,0.18,0.55,0.75,5.25,4.00
Body Void,15,20,10.73,683721.47,106.91,0.63,0.20,-7.12,0.05,0.81,0.01,0.24,0.13,0.80,5.67,3.87
Bodybox,7,30,27.71,122075.29,102.93,0.91,0.38,-4.59,0.14,0.67,0.00,0.22,0.47,0.14,8.14,3.86
Bodyfarm,10,16,10.30,261662.50,140.17,0.97,0.23,-4.47,0.11,0.76,0.00,0.24,0.15,1.00,2.50,4.00
Bodyjar,15,52,20.40,184832.80,134.59,0.86,0.40,-5.31,0.06,0.02,0.00,0.23,0.62,0.87,4.93,3.93
Bodylotion,13,38,23.31,278933.08,152.41,0.87,0.59,-9.51,0.08,0.47,0.06,0.25,0.23,0.62,6.38,4.00
Bodyrox,12,52,20.58,346635.33,126.92,0.70,0.74,-7.54,0.08,0.35,0.01,0.13,0.54,1.00,1.67,4.00
Bodysnatcher,50,48,25.74,193133.62,119.25,0.93,0.37,-4.37,0.13,0.14,0.00,0.26,0.25,0.44,6.42,3.94
Boehm,20,49,27.25,217466.35,118.48,0.67,0.72,-7.65,0.06,0.19,0.16,0.20,0.39,0.45,5.55,4.00
boerd,16,39,20.63,240067.44,104.05,0.46,0.54,-12.57,0.04,0.68,0.32,0.17,0.29,0.38,5.69,4.19
Bogdan Raczynski,16,47,17.50,219569.75,125.73,0.77,0.58,-9.87,0.13,0.67,0.19,0.21,0.37,0.81,4.31,4.19
Bogdan Vix,3,41,35.00,214689.67,136.73,0.93,0.50,-6.30,0.05,0.38,0.00,0.20,0.17,0.33,7.33,4.00
bohemianvoodoo,5,28,26.20,306365.40,121.46,0.82,0.48,-7.28,0.05,0.90,0.49,0.12,0.67,0.00,6.40,3.80
Bohnes,29,67,34.86,212144.00,121.32,0.63,0.61,-6.37,0.07,0.00,0.21,0.23,0.43,0.48,4.90,4.00
Bohren & Der Club Of Gore,19,41,24.26,359949.42,116.93,0.07,0.22,-21.12,0.04,0.93,0.88,0.10,0.06,0.37,4.42,3.21
Böhse Onkelz,8,37,34.88,249273.63,131.74,0.82,0.41,-8.19,0.05,0.00,0.01,0.14,0.46,0.38,5.38,4.00
Boikot,10,47,28.50,199334.50,118.57,0.93,0.55,-5.12,0.09,0.00,0.04,0.35,0.53,0.40,6.00,4.00
Boilermaker,7,11,7.29,250874.14,96.76,0.50,0.35,-9.49,0.04,0.01,0.06,0.14,0.23,0.86,4.43,3.71
Boj,21,46,29.19,185858.10,108.48,0.58,0.74,-6.56,0.14,0.00,0.40,0.13,0.65,0.38,6.00,4.19
BØJET,6,41,36.17,147816.83,123.58,0.30,0.71,-17.83,0.18,0.61,0.40,0.14,0.48,0.67,2.83,3.83
Bok Bok,4,13,8.00,235607.00,132.90,0.81,0.79,-7.41,0.09,0.66,0.00,0.21,0.30,0.25,7.00,4.00
Bokassa,4,32,28.75,252330.25,139.77,0.88,0.33,-5.87,0.07,0.48,0.01,0.44,0.35,1.00,6.50,4.00
Bola,15,23,10.47,374079.33,119.28,0.51,0.61,-13.16,0.07,0.81,0.27,0.14,0.24,0.40,4.13,3.67
Bolaget,3,67,60.00,165320.33,144.93,0.46,0.66,-9.77,0.09,0.00,0.29,0.17,0.65,0.33,4.00,4.00
Boldy James,8,65,54.50,129572.88,128.56,0.55,0.56,-10.78,0.30,0.01,0.54,0.31,0.46,0.75,4.63,4.00
Bolier,15,50,33.60,174830.13,117.71,0.74,0.73,-6.01,0.07,0.16,0.14,0.21,0.44,0.47,6.07,4.00
Bolt Thrower,19,46,26.84,285925.53,132.51,0.85,0.25,-8.25,0.07,0.86,0.00,0.10,0.30,0.95,5.37,4.00
Bölzer,14,23,14.00,412983.14,129.35,0.95,0.21,-7.70,0.10,0.25,0.00,0.20,0.09,0.57,5.86,3.71
Bomb The Bass,19,39,13.26,343514.89,135.82,0.74,0.62,-9.28,0.05,0.60,0.24,0.13,0.40,0.47,5.84,3.95
Bomb the Music Industry!,15,24,19.00,211192.13,127.10,0.78,0.41,-5.26,0.12,0.01,0.13,0.36,0.39,1.00,6.27,3.80
Bomba Estéreo,60,65,33.58,228807.85,113.08,0.77,0.68,-6.48,0.09,0.11,0.16,0.20,0.52,0.47,5.33,3.97
Bombay Bicycle Club,24,64,44.92,232708.46,129.20,0.75,0.54,-7.21,0.04,0.12,0.23,0.15,0.46,0.88,5.63,4.00
Bombay Jayashri,19,68,44.58,272500.26,120.90,0.42,0.56,-11.74,0.05,0.02,0.65,0.21,0.42,0.26,7.84,3.89
Bombay Sisters,3,33,32.33,545012.33,124.32,0.47,0.59,-9.75,0.11,0.00,0.82,0.26,0.49,1.00,4.00,2.00
Bomberjak,4,41,34.25,199765.25,111.00,0.74,0.83,-6.58,0.04,0.00,0.15,0.16,0.73,0.50,8.00,4.00
Bombino,49,45,16.84,276720.63,126.21,0.70,0.47,-8.97,0.06,0.17,0.25,0.18,0.59,0.59,6.22,3.57
